Site,Date,Lat,Lon,Prec1,Prec7,Prec30,MaxP7,MaxP30
GEF_KALOGIROU,21/04/2021,39.1780525,20.88530543,2.28,26.93,63.05,19.34,19.34
GEF_KALOGIROU,29/08/2019,39.1780525,20.88530543,0.01,0.09,1.95,0.05,0.46
GEF_KALOGIROU,17/07/2020,39.1780525,20.88530543,0.92,2.08,34,0.92,12.3
GEF_KALOGIROU,6/3/2018,39.1780525,20.88530543,9.36,68.2,285.13,20,33.39
GEF_KALOGIROU,9/2/2019,39.1780525,20.88530543,2.39,7.3,233.19,4.32,37.61
GEF_KALOGIROU,24/01/2020,39.1780525,20.88530543,0,0.01,0.86,0,0.3
GEF_KALOGIROU,23/01/2021,39.1780525,20.88530543,25.36,36.62,391.2,25.36,44.08
GERO_DW,2/3/2019,35.40688404,24.68209798,0.01,102,237.05,60.56,60.56
GERO_DW,2/2/2020,35.40688404,24.68209798,0,2.18,131.21,1.51,34.04
GERO_DW,15/01/2021,35.40688404,24.68209798,0.34,3.5,18.31,1.56,3.21
GIAFYROS,26/05/2021,35.32106389,25.10622778,0,0,0.1,0,0.03
GIAFYROS,15/01/2021,35.32106389,25.10622778,0.2,3.96,13.31,1.87,1.87
GIANNOUZAGAS,12/4/2021,36.95452,21.700621,0,3.18,71.74,1.98,12.79
GIANNOUZAGAS,14/06/2021,36.95452,21.700621,0.87,4.29,5.03,1.78,1.78
GIANNOUZAGAS,2/2/2021,36.95452,21.700621,13.27,37.84,137.91,17.5,24.63
GLAFKOS,14/05/2020,38.2070893,21.75923614,0,0.08,13.95,0.08,6.02
GREVENIOT_VIOLOGIKOS,24/02/2018,40.098935,21.470819,3.6,32.01,142.95,11.59,29.28
GRIBOVO,7/5/2018,39.65858031,20.52043953,9.87,59.72,76.42,30.84,30.84
GRIBOVO,14/05/2019,39.65858031,20.52043953,39.41,50.76,127.48,39.41,39.41
GRIBOVO,22/04/2021,39.65858031,20.52043953,0.91,29.33,51.17,17.39,17.39
GRIBOVO,8/9/2018,39.65858031,20.52043953,0.75,1.17,31.7,0.75,7.43
GRIBOVO,9/7/2021,39.65858031,20.52043953,0,0.5,22.34,0.49,6.24
GRIBOVO,1/3/2018,39.65858031,20.52043953,0.73,89.62,362.19,35.63,72.29
GRIBOVO,22/02/2019,39.65858031,20.52043953,0,0.14,163.2,0.13,37.37
GRIBOVO,4/2/2020,39.65858031,20.52043953,0.01,8.42,33.02,8.08,11.3
GRIBOVO,22/02/2021,39.65858031,20.52043953,0,0.69,372.71,0.66,52.35
GURIOTISA,28/04/2018,38.63088597,21.24546233,0,0.06,7.86,0.03,3.24
GURIOTISA,16/05/2020,38.63088597,21.24546233,0,0,15.28,0,7.98
GURIOTISA,20/04/2021,38.63088597,21.24546233,20.36,24.64,77.78,20.36,20.36
GURIOTISA,4/7/2020,38.63088597,21.24546233,0.84,1.02,33.91,0.84,19.89
GURIOTISA,5/7/2021,38.63088597,21.24546233,0,0.01,20.06,0,8.07
GURIOTISA,20/02/2019,38.63088597,21.24546233,0.01,0.91,189.23,0.83,31.72
GURIOTISA,25/01/2020,38.63088597,21.24546233,0.03,0.04,3.83,0.03,1.21
GURIOTISA,23/02/2021,38.63088597,21.24546233,0.01,0.18,236.75,0.17,53.97
IARDANOS,4/6/2021,37.703615,21.32828,0,0.1,3.94,0.09,2.38
IARDANOS,2/2/2021,37.703615,21.32828,11.41,51.95,171.42,30.26,31.79
ILIDA,20/04/2018,37.8951865,21.36597544,0.01,1.67,55.31,0.82,21.23
ILIDA,10/4/2019,37.8951865,21.36597544,9.41,56.88,110.66,16.53,16.53
ILIDA,12/5/2020,37.8951865,21.36597544,0,1.13,10.42,0.58,3.74
ILIDA,15/04/2021,37.8951865,21.36597544,0.09,2.01,49.19,1.22,7.25
IXOS,12/4/2019,37.65738916,22.73938433,0.55,40.72,98.09,22.7,28.82
INDUSTRY,5/3/2018,38.3056496,23.6236035,0,13.78,75.44,11.71,17.87
INDUSTRY,2/2/2020,38.3056496,23.6236035,0,4.92,49.74,3.34,25.66
K_AXAIA,29/04/2018,38.14853972,21.56919421,0,0.06,16.26,0.02,6.69
K_AXAIA,11/5/2019,38.14853972,21.56919421,0.02,21.45,70.79,7.97,20.01
K_AXAIA,14/05/2020,38.14853972,21.56919421,0,0.06,11.64,0.06,4.82
K_AXAIA,18/04/2021,38.14853972,21.56919421,0.05,1.78,55.73,1.31,11.28
K_AXAIA,3/7/2018,38.14853972,21.56919421,0.01,44.84,134.1,16.07,31.29
K_AXAIA,21/06/2019,38.14853972,21.56919421,0.02,1.98,12.09,1.01,3.29
K_AXAIA,20/07/2020,38.14853972,21.56919421,0,5.92,34.22,3.89,18.77
K_AXAIA,7/6/2021,38.14853972,21.56919421,0,0.23,5.05,0.21,3.55
K_AXAIA,5/3/2018,38.14853972,21.56919421,1.29,39.61,228.48,20.39,26.6
K_AXAIA,6/2/2019,38.14853972,21.56919421,6.33,37.19,265.37,17.14,45.68
K_AXAIA,9/2/2020,38.14853972,21.56919421,0,18.12,46.9,17.29,17.29
K_AXAIA,25/01/2021,38.14853972,21.56919421,9.2,32.17,209.42,15.42,42.51
KALAVRITA,16/04/2019,38.04441678,22.12533243,21.31,59.49,152.77,21.31,24.1
KALAVRITA,27/02/2018,38.04441678,22.12533243,16.71,71.15,203.37,23.78,29.35
KALAVRITA,1/2/2020,38.04441678,22.12533243,0,18.38,29.73,8.32,8.54
KALAVRITA,27/01/2021,38.04441678,22.12533243,33.9,71.23,197.96,33.9,33.9
KALIPEFKI,24/05/2021,39.991638,22.444563,0,0.39,31.55,0.38,17.53
KALONERO,22/04/2018,37.29341704,21.69700037,0.04,1.13,66.15,0.54,28.43
KALONERO,4/2/2019,37.29341704,21.69700037,0,43.22,295.09,16.25,43.7
KALONERO,26/01/2020,37.29341704,21.69700037,0.02,0.05,11.06,0.02,6.24
KARTEROS,27/02/2018,35.27713294,25.20570708,5.17,31.59,61.12,7.69,9.87
KARTEROS,3/3/2019,35.27713294,25.20570708,0.94,70.36,165.48,40.9,40.9
KARYTAI,16/04/2019,37.47970556,22.04998333,5.57,41.67,128.26,13.8,24.65
KARYTAI,25/05/2020,37.47970556,22.04998333,0,6.2,22.75,3.42,13
KARYTAI,15/04/2021,37.47970556,22.04998333,0,2.23,63.94,1.85,9.68
KARYTAI,26/08/2018,37.47970556,22.04998333,2.18,3,25.01,2.18,6.89
KARYTAI,3/7/2020,37.47970556,22.04998333,0,1.01,8.23,0.97,2.85
KARYTAI,30/06/2021,37.47970556,22.04998333,0,0.07,50.75,0.05,23.48
KARYTAI,27/02/2018,37.47970556,22.04998333,17.13,49.77,156.95,17.13,24.59
KASTRI_(Kalamas),7/5/2018,39.56300622,20.28029437,5.96,34.97,44.97,20.5,20.5
KASTRI_(Kalamas),14/05/2019,39.56300622,20.28029437,45.82,55.61,117.01,45.82,45.82
KASTRI_(Kalamas),3/6/2020,39.56300622,20.28029437,0.18,16.4,27.63,6.45,6.45
KASTRI_(Kalamas),8/7/2018,39.56300622,20.28029437,0.61,0.66,111.31,0.61,27.92
KASTRI_(Kalamas),27/08/2019,39.56300622,20.28029437,0,0.1,5.56,0.07,3.24
KASTRI_(Kalamas),16/07/2020,39.56300622,20.28029437,0.34,3.04,21.14,2.15,5.13
KASTRI_(Kalamas),26/08/2021,39.56300622,20.28029437,0.09,0.14,0.63,0.09,0.26
KASTRI_(Kalamas),1/3/2018,39.56300622,20.28029437,0.33,89.19,338.63,38.9,66.13
KASTRI_(Kalamas),22/02/2019,39.56300622,20.28029437,0,0.13,164.1,0.12,40.76
KASTRI_(Kalamas),4/2/2020,39.56300622,20.28029437,0,7.33,38.03,7.09,14.21
KASTRI_(Kalamas),21/02/2021,39.56300622,20.28029437,0,10.43,373.25,9.88,48.05
KASTRI_(Pinios),23/05/2021,39.62160159,22.67247897,0,0.27,37.64,0.27,19.23
KASTRI_(Pinios),27/08/2018,39.62160159,22.67247897,0.02,0.34,17.1,0.12,4.86
KASTRI_(Pinios),19/08/2019,39.62160159,22.67247897,0.05,4.34,6.57,2.47,2.47
KASTRI_(Pinios),20/08/2020,39.62160159,22.67247897,0.85,0.86,41.47,0.85,28.13
KASTRI_(Pinios),17/07/2021,39.62160159,22.67247897,0,0.02,2.52,0.01,0.77
KATOXI,16/05/2020,38.41090008,21.26909257,0,0.01,14.1,0.01,8.44
KERAS_UP,1/5/2018,40.45342096,22.53692816,1.03,1.26,9.04,1.03,4.75
KERASOUNTA,27/04/2018,39.14932,20.85898,0.31,0.56,15.95,0.31,5.63
KERASOUNTA,8/4/2019,39.14932,20.85898,13.99,21.65,66.41,13.99,16.42
KERASOUNTA,5/6/2020,39.14932,20.85898,0.02,6.03,30.19,2.35,8.99
KERASOUNTA,21/04/2021,39.14932,20.85898,1.37,30.97,65.11,25.27,25.27
KERASOUNTA,6/7/2018,39.14932,20.85898,0,1.52,104.16,1.13,14.76
KERASOUNTA,29/08/2019,39.14932,20.85898,0,0.07,1.53,0.04,0.37
KERASOUNTA,17/07/2020,39.14932,20.85898,0.46,1.76,24.64,0.74,9
KERASOUNTA,24/09/2021,39.14932,20.85898,0.02,4.68,28.85,2.64,18.3
KERASOUNTA,5/3/2018,39.14932,20.85898,7.73,83.44,315.39,31.1,47.64
KERASOUNTA,9/2/2019,39.14932,20.85898,1.9,6.43,240.93,4,37.28
KERASOUNTA,24/01/2021,39.14932,20.85898,51.32,89.12,438.51,51.32,51.32
KERITIS,29/05/2018,35.47982973,23.91190709,0.52,8.08,39.31,5.28,26.91
KERITIS,26/02/2018,35.47982973,23.91190709,4.71,26.88,74.07,6,14.01
KESTRINI,7/5/2018,39.555076,20.20744,5.11,29.63,37.4,17.46,17.46
KESTRINI,3/6/2020,39.555076,20.20744,0.1,15.32,24.74,6.35,6.35
KESTRINI,22/04/2021,39.555076,20.20744,0.47,20.44,33.13,16.05,16.05
KESTRINI,8/7/2018,39.555076,20.20744,0.48,0.52,107.89,0.48,24.56
KESTRINI,28/08/2019,39.555076,20.20744,0.01,0.09,2.08,0.06,1.62
KESTRINI,16/07/2020,39.555076,20.20744,0.33,2.51,17.06,1.65,5.13
KESTRINI,25/08/2021,39.555076,20.20744,0,0.01,0.15,0,0.12
KESTRINI,23/02/2019,39.555076,20.20744,0.93,0.96,124.7,0.93,27.4
KESTRINI,4/2/2020,39.555076,20.20744,0.01,6.97,38.96,6.74,13.83
KESTRINI,21/02/2021,39.555076,20.20744,0,9.19,359.3,8.71,44.64
KIREFS_EKV,12/9/2021,38.827694,23.465234,0.01,60.11,64.03,24.26,24.26
KIT_TRIK,4/5/2018,39.53000522,21.77237071,8.25,12.69,18.84,8.25,8.25
KIT_TRIK,10/5/2019,39.53000522,21.77237071,0,2.46,45.77,1.35,12.49
KIT_TRIK,21/05/2020,39.53000522,21.77237071,0.16,0.16,55.8,0.16,17.22
KIT_TRIK,9/5/2021,39.53000522,21.77237071,0.05,2.45,59.23,2.3,26.17
KIT_TRIK,11/9/2018,39.53000522,21.77237071,0.02,0.79,23.29,0.67,16.23
KIT_TRIK,2/9/2019,39.53000522,21.77237071,0,0.04,7.84,0.03,2.85
KIT_TRIK,10/7/2020,39.53000522,21.77237071,0.03,9.41,15.93,3.15,3.15
KIT_TRIK,11/7/2021,39.53000522,21.77237071,0,0.09,12.71,0.04,4.73
KIT_TRIK,4/3/2018,39.53000522,21.77237071,1.16,85.2,344.36,36.52,53.65
KIT_TRIK,18/02/2019,39.53000522,21.77237071,0,7.78,120.96,5.14,31.64
KIT_TRIK,18/02/2020,39.53000522,21.77237071,0,25.92,36.38,20.32,20.32
KIT_TRIK,3/3/2021,39.53000522,21.77237071,2.82,6.19,76.42,2.9,27.08
KLEIDI,30/04/2018,38.79873294,21.71482247,0.3,4.96,20.95,3.85,5.55
KLEIDI,30/08/2018,38.79873294,21.71482247,0.02,21.73,68.63,12.6,14.93
KLEISOURAIKO,14/06/2021,36.853984,21.920939,0.13,0.52,0.98,0.21,0.43
KLIMATIA,10/5/2018,39.709378,20.633256,5.6,84.27,103.37,32.04,32.04
KLIMATIA,1/3/2018,39.709378,20.633256,0.67,90.99,355.9,34.59,68.34
KLOKOTO,5/5/2018,39.57768611,22.00542222,1.8,7.05,19.04,3.01,6.15
KLOKOTO,4/6/2019,39.57768611,22.00542222,2.8,4.95,27.06,2.8,11.29
KLOKOTO,11/9/2018,39.57768611,22.00542222,0,0.34,19.73,0.24,13.06
KLOKOTO,2/9/2019,39.57768611,22.00542222,0,0.08,6.76,0.07,3.91
KLOKOTO,10/7/2020,39.57768611,22.00542222,0.29,18.86,38.84,6.26,8.78
KOSSYNTHOS_DW,19/05/2018,41.10225092,25.03169941,0.3,4.38,30.05,3.83,6.9
KOSSYNTHOS_DW,20/05/2019,41.10225092,25.03169941,0.01,5.8,65.58,2.49,22.25
KOSSYNTHOS_DW,12/5/2020,41.10225092,25.03169941,0.11,13.65,48.61,12.28,12.28
KOSSYNTHOS_DW,15/05/2021,41.10225092,25.03169941,0.01,0.16,20.6,0.13,8.36
KOSSYNTHOS_DW,22/09/2018,41.10225092,25.03169941,0,0.61,23.97,0.42,7.32
KOSSYNTHOS_DW,22/09/2019,41.10225092,25.03169941,0,6.56,6.74,6.34,6.34
KOSSYNTHOS_DW,5/9/2020,41.10225092,25.03169941,0.31,0.31,12.43,0.31,8.45
KOSSYNTHOS_DW,5/9/2021,41.10225092,25.03169941,0,10.46,19.48,9.31,9.31
KOSSYNTHOS_DW,23/02/2019,41.10225092,25.03169941,4.59,5.2,163.67,4.59,60.95
KOSSYNTHOS_DW,18/01/2020,41.10225092,25.03169941,0.01,1.49,35.16,1.38,19.96
KRIOS,13/05/2019,38.13978917,22.3585037,1.56,3.14,49.5,1.56,21.73
KRYA_DW,6/5/2020,38.08636136,23.7662182,0,2.87,15.62,1.5,5.53
KRYA_DW,15/09/2021,38.08636136,23.7662182,0,5.51,6.6,2.55,2.55
KRYA_DW,31/01/2021,38.08636136,23.7662182,0.02,14.46,51.51,10.57,14.93
LADON_PINIOS,26/04/2018,37.87704415,21.53505118,0,0.21,14.76,0.16,5.77
LADON_PINIOS,24/08/2018,37.87704415,21.53505118,0,0.92,30.42,0.32,9.28
LAGOUVARDOS,12/4/2021,37.093865,21.585433,0,3.85,75.48,1.73,13.46
LAGOUVARDOS,3/2/2021,37.093865,21.585433,10.95,36.43,157.5,15.86,24.06
LAPSISTA,7/5/2018,39.694556,20.835106,15.32,82.55,97.93,31.54,31.54
LAPSISTA,14/05/2019,39.694556,20.835106,29.88,40.73,106.5,29.88,29.88
LAPSISTA,7/9/2018,39.694556,20.835106,0.02,1.25,29.6,1.19,7.62
LAPSISTA,5/9/2019,39.694556,20.835106,0,7.01,9.16,5.18,5.18
LAPSISTA,8/7/2020,39.694556,20.835106,2.94,20.65,56.12,8.89,8.89
LAPSISTA,2/3/2018,39.694556,20.835106,0.5,91.25,337.31,33.57,59.57
LAPSISTA,21/02/2019,39.694556,20.835106,0,0.4,171.78,0.39,37.81
LAPSISTA,4/2/2020,39.694556,20.835106,0.03,6.71,22.18,6.28,6.54
LEIMOS,25/04/2018,36.82163824,22.69362443,0,0.28,18.51,0.18,8.91
LEIMOS,14/04/2019,36.82163824,22.69362443,2.21,22.71,110.41,17.48,33.03
LEIMOS,20/05/2020,36.82163824,22.69362443,0,0,14.62,0,11.1
LEIMOS,25/08/2018,36.82163824,22.69362443,0.01,0.05,13.68,0.03,3.67
LEIMOS,18/06/2019,36.82163824,22.69362443,4.51,18.99,27.27,6.5,6.5
LEIMOS,24/07/2020,36.82163824,22.69362443,0,0.35,18.9,0.19,9.13
LEIMOS,1/6/2021,36.82163824,22.69362443,1.49,1.6,1.62,1.49,1.49
LOGGIES,18/05/2020,38.341602,21.730612,0.04,0.04,13.47,0.04,5.58
LOGGIES,22/07/2019,38.341602,21.730612,0,29.97,38.06,26.11,26.11
LOUDIAS_DW,22/07/2019,40.57743889,22.63039722,0,11.85,82.47,11.77,44.9
LOUT_UP,28/05/2018,40.631329,22.217128,1.13,12.36,59.5,5.79,11.59
LOUT_UP,29/05/2019,40.631329,22.217128,0.21,9.75,59.85,4.25,16.23
LOUT_UP,11/5/2020,40.631329,22.217128,0,4.07,43.74,3.86,9.82
LOUT_UP,19/05/2021,40.631329,22.217128,0.01,10.24,54.91,10.06,16.38
LOUT_UP,6/10/2018,40.631329,22.217128,0.91,18.9,19.78,12.9,12.9
LOUT_UP,19/07/2019,40.631329,22.217128,0.01,43.69,96.58,22.59,35.91
LOUT_UP,9/7/2020,40.631329,22.217128,0,18.29,43.89,5,6.59
LOUT_UP,21/07/2021,40.631329,22.217128,0.29,20.17,29.12,18.08,18.08
LOUT_UP,22/02/2018,40.631329,22.217128,4.61,19.41,100.54,7.13,31.86
LOUT_UP,22/02/2019,40.631329,22.217128,0,0.28,111.82,0.27,41.75
LOUT_UP,22/01/2020,40.631329,22.217128,0,0.46,7.69,0.34,3.47
LOUT_UP,26/02/2021,40.631329,22.217128,0,1.17,45.33,0.67,13.19
LYKOFOS,23/05/2018,41.111523,26.3034528,0.01,1.47,38.43,0.9,8.08
LYKOFOS,11/5/2021,41.111523,26.3034528,0,1.29,29.15,0.79,10.16
LYKOFOS,9/9/2019,41.111523,26.3034528,0.13,0.3,11.38,0.17,5.99
LYKOFOS,20/02/2018,41.111523,26.3034528,0.44,16.32,121.97,13.91,25.73
LYKOFOS,19/02/2019,41.111523,26.3034528,0,11.76,87.14,4.94,16.28
LYKOFOS,10/2/2021,41.111523,26.3034528,1.41,14.32,225.52,12.52,73.39
MAKRY,1/6/2019,39.255325,22.146075,0.77,4.11,20.29,3.25,7.74
MAKRY,31/08/2021,39.255325,22.146075,0,0.08,3.92,0.05,1.06
MAKRY,5/2/2020,39.255325,22.146075,0.02,0.09,11.22,0.04,4.79
MAN,28/04/2018,38.125554,21.419929,0.01,0.03,7.8,0.01,3.07
MAN,25/08/2018,38.125554,21.419929,0.19,0.31,21.86,0.19,12
MAN,21/07/2019,38.125554,21.419929,0,22.3,27.31,19.91,19.91
MATESI,19/07/2019,37.54070155,21.94861584,0.03,23.43,30.41,18.51,18.51
MAVRONER,7/3/2018,40.215563,22.562989,0.99,20.39,282.96,14.29,54.39
MAVROPOTAMO,27/04/2018,39.23174098,20.50100009,0,0.09,7.36,0.04,2.46
MAVROPOTAMO,8/4/2019,39.23174098,20.50100009,11,21.13,61.79,11,16.53
MAVROPOTAMO,7/6/2020,39.23174098,20.50100009,25.83,30.8,44.69,25.83,25.83
MAVROPOTAMO,22/04/2021,39.23174098,20.50100009,0.43,22.12,34.86,18.21,18.21
MAVROPOTAMO,28/08/2019,39.23174098,20.50100009,0.04,0.05,2.22,0.04,1.67
MAVROPOTAMO,15/07/2020,39.23174098,20.50100009,0.26,0.27,11.88,0.26,4.87
MAVROPOTAMO,25/08/2021,39.23174098,20.50100009,0,0.01,0.08,0,0.04
MAVROPOTAMO,24/01/2020,39.23174098,20.50100009,0,0.02,1.85,0.02,0.55
MAVROSLAK,1/3/2019,40.60150378,23.76106556,0,11.35,44.26,9.42,15.89
MAVROSLAK,1/2/2021,40.60150378,23.76106556,0.12,18.9,100.49,10.74,26.45
MEGA,21/05/2020,39.52941,22.011662,0.09,0.09,36.05,0.09,11.26
MEGA,18/02/2019,39.52941,22.011662,0,7.16,88.66,4.43,25.08
MEGA,18/02/2020,39.52941,22.011662,0,20.63,31.56,15.01,15.01
MEGA,2/3/2021,39.52941,22.011662,0.63,2.66,57.67,2.02,20.66
MELISSA,29/04/2018,39.559138,22.647291,0,0.01,8.6,0.01,4.18
MELISSA,20/02/2019,39.559138,22.647291,0,6.15,74.45,3.3,25.2
MELISSA,1/3/2021,39.559138,22.647291,1.4,1.45,43.19,1.4,17.71
MELISSO,13/05/2019,40.06023056,20.59191389,7.95,18.74,81.1,7.95,13.79
MESAGGI,9/5/2018,39.47701111,19.91787778,0.86,7.77,8.51,3.64,3.64
MESAGGI,9/6/2020,39.47701111,19.91787778,0.49,17.05,30.23,14.92,14.92
MESAGGI,21/04/2021,39.47701111,19.91787778,1.43,19.58,28.79,13.21,13.21
MESAGGI,8/7/2020,39.47701111,19.91787778,0,0.06,1.74,0.05,0.56
MESAPIOS,30/05/2019,38.57658539,23.63237418,0,0.94,5.53,0.72,0.82
MESAPIOS,19/02/2019,38.57658539,23.63237418,0,45.92,102,25.05,25.05
MESAPIOS,3/2/2020,38.57658539,23.63237418,0,3.69,59.44,3.52,21.83
MESAPIOS,10/3/2021,38.57658539,23.63237418,0.57,2.48,59.81,1.12,20.38
MESAPIOS_UP,27/05/2021,38.573693,23.74727,0,0.17,1.61,0.17,0.93
MESAPIOS_UP,3/2/2020,38.573693,23.74727,0,4.01,63.89,3.73,23.92
MESOHOR,11/2/2021,41.09726759,25.36603061,0,30.62,201.2,30.04,48.6
MESSINI,13/04/2021,37.03694208,22.02115082,0,2.69,77.69,2.11,15.55
MESSINI,2/6/2021,37.03694208,22.02115082,0.01,0.01,0.45,0.01,0.39
METSOVO,11/5/2019,39.76331667,21.18476389,0.34,18.51,80.84,7.37,14.49
MUSELAS,26/02/2018,35.34360292,24.3189929,4.47,38.45,80.93,13.37,14.82
N_KIOS,20/04/2019,37.59361844,22.7448671,0.07,31.23,118.11,13.37,30.71
NEOXOR,10/5/2021,39.629496,22.025731,0.36,2.12,44.66,1.68,19.98
NEOXOR,18/02/2020,39.629496,22.025731,0,22.95,36.03,14.63,14.63
NEOXOR,2/3/2021,39.629496,22.025731,2.11,4.32,59.12,2.21,19.41
NISELI,1/5/2018,40.584281,22.460926,0.38,0.48,8.16,0.38,5.04
NISELI,12/5/2019,40.584281,22.460926,0,1.88,37.19,1.17,12.43
NISELI,25/05/2020,40.584281,22.460926,0,36.52,47.7,36.36,36.36
NISELI,15/05/2021,40.584281,22.460926,0.01,0.68,43.92,0.66,13.55
NISELI,8/10/2018,40.584281,22.460926,0.05,4.08,18.73,3.73,13.82
NISELI,20/07/2019,40.584281,22.460926,0.03,39.53,93.02,21.42,45.86
NISELI,10/7/2020,40.584281,22.460926,0.01,7.27,19.65,4,4.84
NISELI,23/07/2021,40.584281,22.460926,0,9.76,13.26,9.64,9.64
NISELI,8/3/2018,40.584281,22.460926,0.02,11.09,136.21,6.3,29.09
NISELI,23/01/2020,40.584281,22.460926,0,0.54,5.9,0.3,3.29
NISELI,27/02/2021,40.584281,22.460926,0,1.62,30.43,0.92,10.24
OLYMPIA,21/04/2018,37.63420888,21.64196385,0.21,1.88,72.63,0.88,27.93
OLYMPIA,17/04/2019,37.63420888,21.64196385,0.35,31.33,137.22,8.6,30.23
OLYMPIA,10/3/2018,37.63420888,21.64196385,0,23.02,223.19,10.75,32.23
OLYMPIA,5/2/2019,37.63420888,21.64196385,0,50.41,303.49,19.67,59.18
OLYMPIA,26/01/2020,37.63420888,21.64196385,0.02,0.06,7.72,0.03,4.59
OLYMPIA,1/2/2021,37.63420888,21.64196385,5.11,58.67,189.07,32.93,35.07
OMOLIO_DW,30/04/2018,39.9030699,22.6376322,0.08,0.39,7.93,0.18,3.07
OMOLIO_DW,8/5/2019,39.9030699,22.6376322,1.48,3.13,68.32,1.48,20.19
OMOLIO_DW,19/05/2020,39.9030699,22.6376322,0,0.07,30.24,0.06,8.02
OMOLIO_DW,24/05/2021,39.9030699,22.6376322,0,1.19,25.92,1.19,16.5
OMOLIO_DW,7/3/2018,39.9030699,22.6376322,0.83,23.06,331.18,18.32,68.95
OMOLIO_DW,21/02/2019,39.9030699,22.6376322,0,1.96,98.01,1.66,28.15
OMOLIO_DW,21/02/2020,39.9030699,22.6376322,12.91,25.82,47.14,12.91,12.91
OMOLIO_DW,28/02/2021,39.9030699,22.6376322,0,3.89,41.14,3.88,16.63
ORXO,11/5/2018,38.511566,22.957303,4.61,48.08,56.11,24.15,24.15
ORXO,20/04/2019,38.511566,22.957303,0.76,35.89,95.05,16.35,24.73
ORXO,22/05/2020,38.511566,22.957303,13.16,13.16,24.31,13.16,13.16
ORXO,13/05/2021,38.511566,22.957303,0,0.43,29.77,0.42,18.13
ORXO,18/07/2019,38.511566,22.957303,12.14,39.15,52.9,15.13,15.13
ORXO,8/7/2020,38.511566,22.957303,1.92,11.02,50.2,4.33,12.11
ORXO,12/7/2021,38.511566,22.957303,0,1.85,22.23,1.61,11.43
ORXO,4/3/2018,38.511566,22.957303,0.5,24.17,136.85,12.17,33.68
ORXO,26/02/2019,38.511566,22.957303,5.7,46.5,133.6,27.55,27.55
ORXO,1/2/2020,38.511566,22.957303,0,4.37,41.49,2.51,16.51
ORXO,28/01/2021,38.511566,22.957303,2.6,25.3,75.85,16.34,16.34
P004,30/04/2018,39.921888,22.701567,0.14,0.2,6.59,0.14,2.57
P004,8/5/2019,39.921888,22.701567,0.82,1.45,58.15,0.82,20.99
P004,19/05/2020,39.921888,22.701567,0,0.08,27.54,0.06,9.2
P004,24/05/2021,39.921888,22.701567,0,1.38,27.12,1.38,17.92
P004,7/3/2018,39.921888,22.701567,0.83,26.63,352.75,22.3,71.57
P004,21/02/2019,39.921888,22.701567,0,2.06,94.63,1.64,29.23
P004,21/02/2020,39.921888,22.701567,12.52,24.7,43.31,12.52,12.52
P004,28/02/2021,39.921888,22.701567,0,4.85,45,4.82,17.61
P028,30/04/2018,39.891494,22.607448,0.08,0.39,7.93,0.18,3.07
P028,8/5/2019,39.891494,22.607448,1.48,3.13,68.32,1.48,20.19
P028,19/05/2020,39.891494,22.607448,0,0.07,30.24,0.06,8.02
P028,24/05/2021,39.891494,22.607448,0,1.19,25.92,1.19,16.5
P028,7/3/2018,39.891494,22.607448,0.83,23.06,331.18,18.32,68.95
P028,21/02/2019,39.891494,22.607448,0,1.96,98.01,1.66,28.15
P028,21/02/2020,39.891494,22.607448,12.91,25.82,47.14,12.91,12.91
P028,28/02/2021,39.891494,22.607448,0,3.89,41.14,3.88,16.63
P061,30/04/2018,39.85137778,22.51186111,0.04,0.74,10.5,0.41,4.42
P061,23/08/2020,39.85137778,22.51186111,0,14.48,65.99,13.12,19.98
P061,18/07/2021,39.85137778,22.51186111,0,1.01,39.71,0.93,10.27
P061,7/3/2018,39.85137778,22.51186111,0.82,18.77,296.96,13.35,64.3
P061,28/02/2021,39.85137778,22.51186111,0,3.03,45.26,3.02,16.1
P073,17/05/2018,39.8069,22.399008,0.51,21.68,57.43,9.58,12.46
P073,20/05/2020,39.8069,22.399008,0,0.01,38.35,0.01,8.78
P073,12/9/2018,39.8069,22.399008,0.09,3.64,24.32,3.26,9.53
P073,12/7/2020,39.8069,22.399008,0,26.03,65.07,12.36,12.36
P073,7/3/2018,39.8069,22.399008,0.68,11.78,234.27,7.7,58.47
P073,20/02/2019,39.8069,22.399008,0,2.52,83.06,1.82,20.6
P073,28/02/2021,39.8069,22.399008,0,2.85,41.45,2.84,15.44
P088,13/09/2018,39.78782222,22.38941667,0.66,4.27,24.93,3.26,9.53
P088,12/7/2020,39.78782222,22.38941667,0,26.03,65.07,12.36,12.36
P088,6/3/2018,39.78782222,22.38941667,7.7,21.6,242.35,10.5,58.47
P088,20/02/2019,39.78782222,22.38941667,0,2.52,83.06,1.82,20.6
P088,28/02/2021,39.78782222,22.38941667,0,2.85,41.45,2.84,15.44
P223,6/5/2018,39.591937,22.220357,3.5,8.24,21.54,3.5,7.46
P223,9/5/2019,39.591937,22.220357,0,1.65,42.05,0.73,11.67
P223,16/07/2021,39.591937,22.220357,0,0.42,8.93,0.35,2.05
P223,5/3/2018,39.591937,22.220357,0.08,38.65,201.19,28.91,46.67
P223,2/3/2021,39.591937,22.220357,2.03,3.38,41.1,2.03,14.87
P263,6/5/2018,39.58204,22.11037,2.81,8.16,21.51,2.81,7.35
P263,22/08/2018,39.58204,22.11037,0.03,3.01,46.69,1.15,11.93
